Order ID,Customer ID,Product Category,Purchase Amount (USD),Order Date,Shipping Time (Days),Customer Age,Customer Gender,Customer Location,Customer Lifetime Value (USD),Churn Risk
10324,252,Sports,457.98,11/19/2024,5,20,Male,Phuket,804.99,Medium
10325,443,Sports,408.75,11/20/2024,2,29,Female,Hat Yai,142.23,Low
10326,420,Sports,63.37,11/21/2024,13,48,Female,Phuket,197.87,High
10327,403,Home & Kitchen,83.01,11/22/2024,6,46,Female,Hat Yai,2974.35,Medium
10328,346,Home & Kitchen,268.05,11/23/2024,3,22,Other,Phuket,2331.44,Low
10329,451,Toys,130.57,11/24/2024,14,42,Female,Hat Yai,2638.28,High
10330,147,Clothing,243.58,11/25/2024,8,58,Female,Phuket,136.57,High
10331,148,Toys,203.24,11/26/2024,2,48,Female,Phuket,2171.16,Low
10332,352,Beauty,279.21,11/27/2024,1,38,Female,Chiang Mai,3618.53,Low
10333,199,Electronics,375.97,11/28/2024,9,37,Male,Hat Yai,2269.2,Low
10334,308,Sports,360.59,11/29/2024,14,56,Other,Hat Yai,3687.87,Low
10335,489,Clothing,265.4,11/30/2024,12,39,Other,Hat Yai,1241.79,Low
10336,417,Electronics,412.97,12/1/2024,3,21,Male,Bangkok,4084.4,Low
10337,424,Clothing,221.12,12/2/2024,11,30,Male,Phuket,2983.31,High
10338,128,Toys,449.39,12/3/2024,1,62,Other,Hat Yai,1132.74,Low
10339,39,Home & Kitchen,44.93,12/4/2024,7,59,Female,Bangkok,1259.93,Low
10340,338,Sports,477.78,12/5/2024,13,37,Female,Chiang Mai,3177.35,Medium
10341,360,Toys,330.8,12/6/2024,10,30,Other,Hat Yai,4166.7,Low
10342,129,Electronics,196.24,12/7/2024,5,34,Female,Hat Yai,2136.58,Medium
10343,267,Electronics,106.61,12/8/2024,5,53,Male,Bangkok,1365.67,Low
10344,476,Electronics,244.8,12/9/2024,14,50,Female,Phuket,4348.36,Low
10345,441,Electronics,105.33,12/10/2024,1,18,Female,Chiang Mai,3379.41,Low
10346,473,Electronics,91.5,12/11/2024,9,32,Female,Hat Yai,2295.62,Medium
10347,434,Clothing,312.5,12/12/2024,7,30,Other,Phuket,2490.71,Low
10348,151,Toys,266.31,12/13/2024,8,34,Male,Chiang Mai,1100.86,Medium
10349,415,Sports,338.35,12/14/2024,9,41,Female,Pattaya,3171.33,Low
10350,478,Home & Kitchen,465.51,12/15/2024,6,25,Other,Pattaya,1857.84,Low
10351,298,Home & Kitchen,270.81,12/16/2024,12,44,Female,Chiang Mai,4978.66,Low
10352,99,Toys,294.66,12/17/2024,5,62,Male,Bangkok,2452.9,High
10353,263,Toys,53.92,12/18/2024,6,40,Female,Chiang Mai,2480.84,High
10354,252,Home & Kitchen,361.64,12/19/2024,11,63,Male,Chiang Mai,2872.67,Low
10355,144,Home & Kitchen,205.95,12/20/2024,2,25,Female,Bangkok,4592.1,Low
10356,346,Clothing,488.6,12/21/2024,4,25,Male,Bangkok,4024.01,Low
10357,112,Beauty,413.36,12/22/2024,3,43,Female,Phuket,2310.54,Low
10358,60,Sports,266.02,12/23/2024,13,64,Male,Phuket,3621.63,Low
10359,369,Electronics,70.38,12/24/2024,7,30,Female,Bangkok,2972.55,High
10360,2,Beauty,431.11,12/25/2024,9,56,Female,Pattaya,2512.6,High
10361,385,Toys,401.89,12/26/2024,5,54,Other,Pattaya,1042.35,Low
10362,304,Home & Kitchen,100.45,12/27/2024,6,45,Other,Chiang Mai,2373.29,Low
10363,254,Beauty,154.69,12/28/2024,10,42,Male,Hat Yai,1304.51,Medium
10364,140,Sports,398.77,12/29/2024,14,33,Female,Chiang Mai,4582.73,Medium
10365,453,Toys,100.76,12/30/2024,12,19,Male,Chiang Mai,1743.49,Low
10366,37,Electronics,459.7,12/31/2024,12,35,Other,Hat Yai,4766.09,Low
10367,160,Electronics,218.02,1/1/2025,2,34,Male,Bangkok,2711.97,Low
10368,9,Sports,52.65,1/2/2025,3,47,Male,Pattaya,3194.57,Low
10369,233,Sports,409.72,1/3/2025,3,56,Other,Chiang Mai,2760.41,Low
10370,99,Home & Kitchen,193.02,1/4/2025,12,30,Female,Hat Yai,733.97,Low
10371,147,Electronics,267.98,1/5/2025,12,49,Male,Phuket,1941.52,Medium
10372,304,Toys,65.03,1/6/2025,9,46,Other,Chiang Mai,585.82,Low
10373,208,Beauty,11.27,1/7/2025,7,63,Female,Pattaya,3152.47,Low
10374,131,Toys,322.61,1/8/2025,8,47,Other,Bangkok,2289.68,Low
10375,404,Clothing,262.44,1/9/2025,11,35,Male,Chiang Mai,3912.13,Medium
10376,152,Clothing,300.83,1/10/2025,10,30,Female,Chiang Mai,1180.31,Medium
10377,54,Sports,398.93,1/11/2025,11,60,Female,Hat Yai,906.37,Low
10378,120,Home & Kitchen,326.84,1/12/2025,9,38,Other,Phuket,2091.03,Low
10379,161,Clothing,95.64,1/13/2025,6,47,Other,Phuket,4640.27,High
10380,408,Electronics,186.78,1/14/2025,4,38,Other,Bangkok,3581.07,Low
10381,116,Toys,453.89,1/15/2025,12,34,Female,Pattaya,2152.73,Low
10382,75,Toys,387.27,1/16/2025,1,57,Female,Bangkok,2634.63,Low
10383,113,Sports,282.75,1/17/2025,8,36,Male,Chiang Mai,512.64,Low
10384,456,Beauty,135.27,1/18/2025,7,32,Female,Chiang Mai,4924.42,Low
10385,420,Sports,158.01,1/19/2025,2,26,Male,Phuket,3365.4,High
10386,422,Beauty,368.66,1/20/2025,8,27,Other,Pattaya,1498.48,Medium
10387,104,Sports,427.08,1/21/2025,12,61,Other,Hat Yai,2970.46,Low
10388,340,Sports,339,1/22/2025,5,48,Female,Pattaya,636.46,High
10389,254,Sports,406.67,1/23/2025,7,40,Other,Chiang Mai,4832.6,Low
10390,227,Beauty,385.66,1/24/2025,4,47,Other,Hat Yai,956.45,Low
10391,112,Beauty,83.35,1/25/2025,5,50,Female,Pattaya,3275.35,Low
10392,473,Sports,217.73,1/26/2025,8,26,Male,Pattaya,1302.73,Medium
10393,99,Clothing,84.96,1/27/2025,1,64,Female,Hat Yai,3616.05,Low
10394,153,Home & Kitchen,125.27,1/28/2025,1,18,Male,Chiang Mai,3906.42,Low
10395,349,Home & Kitchen,435.94,1/29/2025,4,61,Female,Pattaya,3399.76,Medium
10396,402,Home & Kitchen,241.72,1/30/2025,3,52,Female,Hat Yai,3111.05,Medium
10397,384,Beauty,272.33,1/31/2025,13,28,Other,Chiang Mai,4473.1,Medium
10398,366,Beauty,97.44,2/1/2025,10,51,Female,Hat Yai,485.27,Low
10399,338,Clothing,163.01,2/2/2025,12,33,Female,Hat Yai,1721.48,Low
10400,194,Home & Kitchen,122.82,2/3/2025,2,26,Male,Pattaya,1316.61,Low
10401,310,Home & Kitchen,111.03,2/4/2025,12,49,Other,Chiang Mai,4941.27,Low
10402,163,Sports,322.6,2/5/2025,3,32,Male,Pattaya,2008.01,High
10403,208,Beauty,135.87,2/6/2025,11,29,Male,Bangkok,3689.8,Low
10404,445,Home & Kitchen,319.69,2/7/2025,11,50,Other,Bangkok,3455.15,Low
10405,169,Toys,38.64,2/8/2025,14,62,Other,Chiang Mai,1139.2,Medium
10406,484,Clothing,79.47,2/9/2025,11,31,Other,Hat Yai,1271.09,Low
10407,161,Toys,144.52,2/10/2025,1,25,Female,Pattaya,1478.29,Low
10408,68,Toys,302.55,2/11/2025,1,25,Other,Pattaya,2114.52,Medium
10409,289,Clothing,341.16,2/12/2025,6,44,Other,Chiang Mai,1248.19,Medium
10410,398,Toys,226.93,2/13/2025,5,29,Other,Chiang Mai,196.29,Medium
10411,277,Home & Kitchen,228.44,2/14/2025,8,18,Male,Bangkok,4409.03,Low
10412,304,Beauty,365.01,2/15/2025,2,60,Male,Phuket,4831.49,Low
10413,404,Clothing,17.75,2/16/2025,4,57,Female,Chiang Mai,1773.69,Medium
10414,384,Sports,177.13,2/17/2025,8,59,Male,Phuket,1758.68,Low
10415,392,Toys,411.17,2/18/2025,12,28,Female,Chiang Mai,134.75,Low
10416,135,Clothing,305.58,2/19/2025,6,56,Male,Hat Yai,3433.23,Medium
10417,195,Electronics,175.24,2/20/2025,1,60,Other,Hat Yai,4144.66,Low
10418,401,Electronics,453.71,2/21/2025,4,48,Male,Bangkok,818.38,Medium
10419,128,Beauty,388.59,2/22/2025,1,34,Female,Bangkok,882.37,Low
10420,33,Home & Kitchen,139.8,2/23/2025,13,50,Male,Phuket,3971.41,Low
10421,176,Beauty,326.19,2/24/2025,2,49,Other,Chiang Mai,3119.82,Low
10422,460,Beauty,301.92,2/25/2025,5,46,Female,Pattaya,319.82,Medium
10423,443,Beauty,206.58,2/26/2025,14,38,Other,Bangkok,3150.48,Low
10424,371,Beauty,189.81,2/27/2025,8,38,Other,Pattaya,1613.7,Low
10425,470,Sports,178.34,2/28/2025,8,57,Female,Pattaya,1906.75,Medium
10426,375,Sports,312.41,3/1/2025,11,40,Other,Chiang Mai,3871.68,Medium
10427,22,Clothing,226.78,3/2/2025,3,23,Other,Phuket,4073.58,High
10428,238,Electronics,417.61,3/3/2025,11,39,Male,Chiang Mai,2061.75,Low
10429,158,Beauty,338.11,3/4/2025,13,55,Other,Bangkok,4741.05,Low
10430,38,Clothing,44.27,3/5/2025,4,54,Other,Pattaya,2091.67,High
10431,230,Electronics,323.68,3/6/2025,10,62,Other,Chiang Mai,3882,Medium
10432,365,Toys,142.86,3/7/2025,11,25,Other,Chiang Mai,2471,Low
10433,51,Home & Kitchen,300.48,3/8/2025,14,58,Female,Chiang Mai,4497.91,Low
10434,438,Sports,343.26,3/9/2025,6,52,Male,Bangkok,4548.03,Medium
10435,264,Toys,123.11,3/10/2025,11,28,Other,Phuket,528.34,Low
10436,283,Electronics,233.86,3/11/2025,11,41,Other,Chiang Mai,4688.82,Medium
10437,27,Toys,103.26,3/12/2025,10,38,Female,Bangkok,4145.12,Low
10438,226,Home & Kitchen,35.65,3/13/2025,3,19,Other,Pattaya,3977.42,Low
10439,277,Electronics,195.45,3/14/2025,2,57,Female,Hat Yai,1084.47,Medium
10440,286,Toys,187.84,3/15/2025,6,36,Male,Bangkok,4045.08,Low
10441,97,Sports,497.79,3/16/2025,11,56,Male,Hat Yai,4265.65,Low
10442,284,Sports,228.71,3/17/2025,13,45,Other,Chiang Mai,1516.84,Low
10443,367,Clothing,173.45,3/18/2025,5,34,Other,Chiang Mai,4766.07,Low
10444,448,Toys,294.43,3/19/2025,14,23,Other,Bangkok,344.31,Medium
10445,481,Beauty,53.5,3/20/2025,10,36,Female,Hat Yai,834.56,Medium
10446,453,Toys,481.22,3/21/2025,5,55,Other,Chiang Mai,2734.15,Medium
10447,317,Electronics,321.13,3/22/2025,10,45,Other,Pattaya,2921.38,Low
10448,304,Electronics,379.87,3/23/2025,13,19,Male,Phuket,3261.24,Low
10449,147,Toys,93.53,3/24/2025,5,55,Other,Phuket,183.15,Low
10450,4,Home & Kitchen,210.64,3/25/2025,10,54,Male,Chiang Mai,4805.8,High
10451,35,Sports,217.12,3/26/2025,12,21,Other,Hat Yai,318.48,Medium
10452,192,Electronics,412.69,3/27/2025,5,39,Male,Chiang Mai,801,Medium
10453,49,Sports,10.61,3/28/2025,3,43,Other,Hat Yai,168.67,Low
10454,17,Electronics,157.42,3/29/2025,7,60,Male,Pattaya,2877.61,Low
10455,172,Clothing,490.81,3/30/2025,6,53,Female,Hat Yai,4668.11,Low
10456,220,Beauty,242.69,3/31/2025,4,30,Male,Chiang Mai,3363.14,Low
10457,158,Electronics,197.44,4/1/2025,2,49,Male,Pattaya,4131.02,Low
10458,477,Sports,68.72,4/2/2025,12,34,Male,Bangkok,165.08,High
10459,46,Clothing,487.34,4/3/2025,9,58,Other,Phuket,2755.87,Low
10460,373,Electronics,19.81,4/4/2025,1,53,Other,Chiang Mai,2351.86,Low
10461,6,Home & Kitchen,371.22,4/5/2025,13,63,Other,Chiang Mai,2544.94,Low
10462,99,Beauty,386.61,4/6/2025,13,36,Female,Chiang Mai,453.84,High
10463,380,Electronics,129.39,4/7/2025,11,52,Female,Pattaya,3453.73,Low
10464,233,Clothing,339.06,4/8/2025,14,63,Male,Bangkok,2565.78,Medium
10465,37,Home & Kitchen,55.54,4/9/2025,4,57,Female,Hat Yai,3849.23,High
10466,280,Toys,135.95,4/10/2025,1,45,Male,Bangkok,2477.92,Low
10467,349,Clothing,396.07,4/11/2025,13,18,Male,Pattaya,831.97,Medium
10468,497,Clothing,433.7,4/12/2025,6,59,Male,Chiang Mai,3276.46,Low
10469,302,Home & Kitchen,308.16,4/13/2025,4,35,Female,Phuket,944.69,Low
10470,181,Clothing,258.35,4/14/2025,5,57,Other,Chiang Mai,4374.73,Medium
10471,95,Home & Kitchen,88.06,4/15/2025,5,50,Female,Hat Yai,3104.27,Medium
10472,99,Electronics,40.92,4/16/2025,9,29,Male,Phuket,870.3,Low
10473,188,Home & Kitchen,67.65,4/17/2025,1,25,Male,Chiang Mai,4815.46,Low
10474,481,Home & Kitchen,121.41,4/18/2025,13,41,Female,Phuket,2639.99,Low
10475,116,Beauty,177.42,4/19/2025,2,33,Male,Bangkok,457.2,Low
10476,191,Home & Kitchen,196.65,4/20/2025,13,21,Male,Pattaya,3171.48,Low
10477,253,Home & Kitchen,179.7,4/21/2025,6,55,Female,Chiang Mai,1340.67,Low
10478,469,Toys,127.14,4/22/2025,5,61,Female,Hat Yai,4038.1,Low
10479,416,Electronics,259.76,4/23/2025,11,44,Female,Bangkok,4107.33,Medium
10480,471,Beauty,414.39,4/24/2025,7,26,Male,Chiang Mai,4896.84,Low
10481,161,Toys,147.05,4/25/2025,3,64,Male,Bangkok,2559.16,Low
10482,256,Sports,471.77,4/26/2025,3,33,Other,Hat Yai,2329.29,Low
10483,323,Electronics,437.93,4/27/2025,10,29,Other,Chiang Mai,3792.03,Medium
10484,128,Electronics,89.26,4/28/2025,2,48,Female,Hat Yai,749.11,Low
10485,18,Sports,395.28,4/29/2025,13,41,Other,Phuket,2779.89,Low
10486,281,Home & Kitchen,291.55,4/30/2025,3,31,Male,Hat Yai,2776.61,Low
10487,490,Toys,287.62,5/1/2025,10,62,Other,Phuket,538.42,Medium
10488,223,Clothing,201.61,5/2/2025,1,42,Male,Chiang Mai,2148.12,Low
10489,54,Beauty,255.56,5/3/2025,5,51,Female,Phuket,4281.1,Medium
10490,58,Clothing,204.62,5/4/2025,14,20,Female,Chiang Mai,4295.15,High
10491,323,Sports,274.47,5/5/2025,12,41,Male,Chiang Mai,586.26,Medium
10492,360,Electronics,317.7,5/6/2025,5,59,Other,Pattaya,544.53,Medium
10493,174,Electronics,340.41,5/7/2025,12,26,Female,Chiang Mai,1387.21,Low
10494,280,Beauty,270.92,5/8/2025,11,43,Female,Phuket,4386.35,Low
10495,114,Electronics,363.5,5/9/2025,7,37,Other,Pattaya,731.62,High
10496,288,Electronics,79.23,5/10/2025,4,57,Other,Pattaya,3627.98,Low
10497,431,Beauty,113.87,5/11/2025,3,27,Male,Chiang Mai,595.71,Low
10498,342,Toys,411.18,5/12/2025,1,36,Other,Hat Yai,3153.38,Medium
10499,151,Toys,168.04,5/13/2025,12,20,Other,Hat Yai,1844.73,Low
10500,450,Beauty,21.22,5/14/2025,8,41,Other,Pattaya,3965.68,Low
10501,127,Sports,85.36,5/15/2025,13,22,Male,Chiang Mai,1245.08,Low
10502,155,Electronics,119.57,5/16/2025,3,20,Male,Hat Yai,3232.09,Low
10503,490,Electronics,479.09,5/17/2025,13,44,Female,Chiang Mai,1254.84,Medium
10504,386,Sports,290.79,5/18/2025,2,33,Male,Chiang Mai,3596.94,Low
10505,474,Toys,467.04,5/19/2025,11,32,Female,Pattaya,4381.02,Low
10506,273,Home & Kitchen,291.83,5/20/2025,4,52,Other,Pattaya,721.33,Low
10507,104,Home & Kitchen,244.88,5/21/2025,3,29,Female,Bangkok,4346.32,Medium
10508,417,Home & Kitchen,163.73,5/22/2025,13,58,Female,Hat Yai,3008.52,Medium
10509,393,Toys,307.12,5/23/2025,1,61,Other,Hat Yai,722.84,Low
10510,299,Toys,78.21,5/24/2025,3,43,Female,Hat Yai,2194.96,Medium
10511,246,Sports,450.15,5/25/2025,12,64,Male,Phuket,888.22,Low
10512,176,Electronics,416.37,5/26/2025,2,51,Male,Chiang Mai,3531.7,High
10513,39,Sports,165.59,5/27/2025,8,40,Male,Pattaya,3818.45,Low
10514,477,Sports,476.87,5/28/2025,6,48,Male,Hat Yai,618.4,Medium
10515,170,Toys,414.35,5/29/2025,9,37,Female,Bangkok,2580.09,Low
10516,247,Home & Kitchen,336.49,5/30/2025,8,29,Female,Hat Yai,4091.66,Low
10517,26,Clothing,69.66,5/31/2025,10,40,Other,Chiang Mai,4687.2,Low
10518,355,Electronics,244.33,6/1/2025,3,21,Female,Chiang Mai,2616.24,Medium
10519,306,Toys,257.99,6/2/2025,5,40,Female,Pattaya,4756.37,Low
10520,409,Home & Kitchen,123.95,6/3/2025,7,18,Female,Phuket,2724.88,High
10521,408,Clothing,49.18,6/4/2025,5,42,Other,Pattaya,2031.53,Low
10522,13,Clothing,390.59,6/5/2025,8,19,Male,Hat Yai,4256.2,Low
10523,316,Toys,69.8,6/6/2025,12,47,Female,Bangkok,2515.62,Low
10524,391,Beauty,301.2,6/7/2025,5,20,Other,Pattaya,2412.32,Medium
10525,313,Electronics,468.86,6/8/2025,1,38,Other,Phuket,2502.53,Low
10526,36,Clothing,439.29,6/9/2025,5,42,Other,Pattaya,4249.25,Medium
10527,173,Toys,146.1,6/10/2025,4,37,Male,Chiang Mai,4176.51,High
10528,20,Toys,427.21,6/11/2025,6,39,Female,Hat Yai,2077.25,High
10529,321,Home & Kitchen,10.16,6/12/2025,3,38,Other,Hat Yai,1733.17,Low
10530,264,Beauty,18.67,6/13/2025,11,50,Male,Hat Yai,2510.45,Medium
10531,494,Electronics,305.25,6/14/2025,5,55,Other,Hat Yai,2906.59,Medium
10532,400,Sports,188.75,6/15/2025,2,32,Other,Hat Yai,1267.85,Low
10533,142,Home & Kitchen,199.37,6/16/2025,11,63,Other,Hat Yai,3990.38,Medium
10534,460,Clothing,286.58,6/17/2025,6,32,Other,Bangkok,2483.77,Low
10535,371,Clothing,103.97,6/18/2025,13,63,Other,Phuket,1736.82,Low
10536,471,Home & Kitchen,113.76,6/19/2025,12,42,Male,Hat Yai,623.42,Low
10537,143,Toys,247.45,6/20/2025,6,38,Female,Phuket,1270.34,Low
10538,92,Clothing,379.58,6/21/2025,5,41,Female,Hat Yai,4751.48,Low
10539,354,Beauty,313.55,6/22/2025,6,22,Female,Pattaya,1594.99,Low
10540,322,Electronics,155.7,6/23/2025,11,23,Female,Hat Yai,927.41,Medium
10541,288,Beauty,220.87,6/24/2025,7,60,Male,Chiang Mai,2357.3,Low
10542,215,Clothing,93.63,6/25/2025,12,61,Male,Bangkok,1604.73,Low
10543,447,Sports,46.57,6/26/2025,5,64,Male,Pattaya,272.28,Low
10544,342,Electronics,393.52,6/27/2025,1,40,Other,Pattaya,1683.41,Low
10545,51,Electronics,140.04,6/28/2025,8,21,Other,Chiang Mai,2766.13,Medium
10546,153,Home & Kitchen,97.11,6/29/2025,4,44,Other,Hat Yai,2803.39,Low
10547,186,Home & Kitchen,348.89,6/30/2025,9,35,Female,Bangkok,1847.14,Medium
10548,63,Sports,312.85,7/1/2025,14,38,Other,Pattaya,2291.78,Low
10549,190,Toys,320.26,7/2/2025,10,45,Female,Bangkok,4831.04,Medium
10550,125,Electronics,122.16,7/3/2025,12,52,Other,Pattaya,1949.01,Low
10551,150,Sports,124,7/4/2025,6,39,Female,Hat Yai,1365.31,Low
10552,314,Home & Kitchen,118.19,7/5/2025,1,57,Other,Pattaya,1292.99,Medium
10553,58,Home & Kitchen,95.14,7/6/2025,3,40,Other,Pattaya,2343.05,Low
10554,342,Electronics,331.3,7/7/2025,3,20,Male,Phuket,3821.65,Medium
10555,305,Beauty,425.53,7/8/2025,10,57,Other,Hat Yai,1109.34,Medium
10556,180,Clothing,364.92,7/9/2025,12,27,Other,Chiang Mai,3575.55,Low
10557,170,Home & Kitchen,398.13,7/10/2025,12,42,Male,Chiang Mai,203.63,Low
10558,326,Toys,208.35,7/11/2025,4,25,Female,Hat Yai,2152.77,Low
10559,271,Toys,330.5,7/12/2025,6,28,Male,Chiang Mai,3901.74,High
10560,54,Home & Kitchen,183.58,7/13/2025,7,22,Male,Hat Yai,1759.79,Medium
10561,491,Beauty,267.5,7/14/2025,10,62,Female,Chiang Mai,2862.31,Low
10562,444,Beauty,246,7/15/2025,4,54,Other,Phuket,1104.4,Low
10563,101,Sports,96.67,7/16/2025,6,62,Female,Chiang Mai,3735.78,Low
10564,481,Toys,199.67,7/17/2025,11,55,Other,Pattaya,356.17,Medium
10565,264,Sports,482.27,7/18/2025,1,46,Other,Hat Yai,4277.46,Low
10566,53,Toys,131.8,7/19/2025,14,22,Female,Bangkok,1071.16,Low
10567,60,Clothing,75.56,7/20/2025,8,26,Male,Bangkok,4384.55,Medium
10568,492,Clothing,215.1,7/21/2025,7,19,Female,Hat Yai,1827.39,Low
10569,108,Electronics,397.27,7/22/2025,11,18,Other,Phuket,3641.15,Low
10570,5,Sports,295.25,7/23/2025,11,57,Female,Chiang Mai,1664.2,High
10571,103,Home & Kitchen,343.68,7/24/2025,9,47,Female,Phuket,4538.97,Medium
10572,196,Sports,102.95,7/25/2025,3,28,Other,Bangkok,720.52,Low
10573,262,Home & Kitchen,313.28,7/26/2025,2,45,Male,Hat Yai,974.75,Low
10574,365,Beauty,168.52,7/27/2025,1,61,Female,Hat Yai,2515.85,Low
10575,480,Sports,418.81,7/28/2025,3,29,Other,Phuket,501.5,Low
10576,372,Beauty,318.36,7/29/2025,5,56,Other,Phuket,1060.3,Medium
10577,350,Clothing,107.44,7/30/2025,14,43,Female,Chiang Mai,4724.46,Low
10578,47,Clothing,41.66,7/31/2025,11,30,Male,Pattaya,4884.8,Medium
10579,355,Electronics,30.89,8/1/2025,2,25,Female,Pattaya,1943.67,High
10580,311,Sports,191.99,8/2/2025,12,45,Male,Chiang Mai,4624.1,Low
10581,424,Beauty,140.27,8/3/2025,3,47,Male,Pattaya,2769.64,Low
10582,308,Home & Kitchen,326.58,8/4/2025,4,26,Male,Bangkok,1421.74,Low
10583,144,Clothing,254.67,8/5/2025,7,56,Male,Pattaya,3541.75,High
10584,269,Clothing,140.35,8/6/2025,13,48,Female,Chiang Mai,3328.62,Medium
10585,370,Home & Kitchen,83.13,8/7/2025,3,38,Other,Pattaya,4946.71,Low
10586,124,Beauty,72.33,8/8/2025,9,64,Other,Hat Yai,1398.73,Medium
10587,106,Beauty,433.68,8/9/2025,8,51,Other,Phuket,3393.09,Low
10588,158,Sports,129.3,8/10/2025,4,48,Other,Bangkok,354.92,High
10589,147,Sports,329.34,8/11/2025,13,42,Other,Hat Yai,656.87,Low
10590,145,Toys,407.24,8/12/2025,1,29,Other,Hat Yai,119.2,Low
10591,120,Toys,310.9,8/13/2025,1,18,Female,Chiang Mai,4997.36,Medium
10592,319,Electronics,431.19,8/14/2025,1,39,Male,Phuket,4031.14,Low
10593,275,Clothing,202.27,8/15/2025,1,57,Other,Phuket,3954.94,Low
10594,92,Sports,478.55,8/16/2025,8,54,Female,Bangkok,2597.66,Low
10595,58,Beauty,75.24,8/17/2025,3,64,Other,Chiang Mai,1570.33,Low
10596,439,Home & Kitchen,60.05,8/18/2025,6,18,Other,Bangkok,841.19,Low
10597,346,Beauty,332.76,8/19/2025,3,18,Male,Pattaya,1494.91,High
10598,229,Clothing,471.99,8/20/2025,11,59,Male,Hat Yai,1942.26,Low
10599,474,Toys,406.35,8/21/2025,5,59,Male,Bangkok,3805.92,Low
10600,117,Beauty,47.44,8/22/2025,13,38,Other,Hat Yai,2744.34,Medium
10601,318,Electronics,146.89,8/23/2025,14,32,Other,Chiang Mai,479.67,Low
10602,279,Clothing,465.86,8/24/2025,13,34,Other,Pattaya,188.34,Low
10603,127,Toys,134,8/25/2025,7,39,Male,Chiang Mai,601.43,Medium
10604,393,Home & Kitchen,392.77,8/26/2025,2,55,Female,Pattaya,2111.44,Medium
10605,396,Toys,414.31,8/27/2025,6,52,Other,Pattaya,4672.65,Medium
10606,129,Electronics,252.77,8/28/2025,13,62,Other,Hat Yai,3223.27,Medium
10607,58,Clothing,199.31,8/29/2025,6,33,Other,Chiang Mai,4028.95,Low
10608,122,Home & Kitchen,230.56,8/30/2025,11,25,Female,Chiang Mai,2385.24,High
10609,1,Electronics,121.21,8/31/2025,3,64,Other,Bangkok,1872.16,Low
10610,239,Toys,445.8,9/1/2025,6,34,Female,Chiang Mai,631.16,Medium
10611,290,Electronics,230.8,9/2/2025,10,34,Other,Bangkok,4392.07,Low
10612,96,Clothing,442.41,9/3/2025,10,43,Female,Phuket,3937.48,High
10613,126,Sports,61.79,9/4/2025,14,30,Other,Phuket,923.78,Medium
10614,118,Electronics,494.25,9/5/2025,5,34,Male,Phuket,2610.08,Medium
10615,48,Electronics,227.2,9/6/2025,12,55,Male,Chiang Mai,2488.14,Low
10616,89,Toys,33.44,9/7/2025,2,34,Male,Chiang Mai,3162.95,Low
10617,488,Toys,28.63,9/8/2025,9,31,Male,Bangkok,4736.32,Medium
10618,237,Home & Kitchen,375.64,9/9/2025,8,62,Other,Pattaya,2940.88,Medium
10619,373,Toys,332.93,9/10/2025,3,23,Male,Bangkok,2747.06,Low
10620,385,Beauty,403.04,9/11/2025,8,52,Female,Phuket,346.58,High
10621,272,Clothing,61.63,9/12/2025,14,63,Male,Bangkok,408.25,Medium
10622,189,Clothing,27.43,9/13/2025,9,31,Male,Pattaya,1018,Low
10623,487,Sports,259.2,9/14/2025,14,64,Male,Chiang Mai,259.11,Medium
10624,192,Sports,199.92,9/15/2025,3,25,Other,Bangkok,3742.43,Low
10625,447,Clothing,236.35,9/16/2025,3,32,Male,Phuket,3644.32,Low
10626,69,Sports,495.88,9/17/2025,2,44,Female,Phuket,766.68,Low
10627,278,Home & Kitchen,485.67,9/18/2025,8,30,Male,Chiang Mai,4196.79,Low
10628,349,Toys,471.73,9/19/2025,10,48,Male,Bangkok,858.45,Medium
10629,247,Clothing,394.08,9/20/2025,1,52,Male,Pattaya,1575.76,Low
10630,451,Sports,183.87,9/21/2025,8,23,Female,Chiang Mai,1319.99,Medium
10631,76,Clothing,211.94,9/22/2025,7,22,Male,Bangkok,1924.3,Medium
10632,154,Beauty,279.31,9/23/2025,14,39,Female,Hat Yai,1347.85,Medium
10633,144,Electronics,416.96,9/24/2025,7,40,Female,Phuket,2495.86,Low
10634,435,Toys,43.67,9/25/2025,3,42,Male,Pattaya,2096.3,Medium
10635,485,Clothing,217.91,9/26/2025,1,51,Female,Pattaya,4934.19,Low
10636,86,Electronics,50.48,9/27/2025,4,43,Other,Pattaya,374.04,Low
10637,185,Sports,262.18,9/28/2025,9,64,Male,Phuket,796.69,Low
10638,285,Electronics,450.46,9/29/2025,5,22,Male,Bangkok,358.85,Low
10639,462,Toys,393.42,9/30/2025,1,43,Female,Chiang Mai,3166.62,Medium
10640,220,Clothing,121.64,10/1/2025,5,37,Female,Bangkok,367.1,Low
10641,69,Beauty,488.24,10/2/2025,13,23,Male,Chiang Mai,4198.55,Medium
10642,47,Sports,337,10/3/2025,8,23,Other,Pattaya,2608.5,Low
10643,497,Clothing,15.11,10/4/2025,8,35,Female,Bangkok,2682.34,Low
10644,94,Toys,135.15,10/5/2025,5,21,Female,Pattaya,2851.81,High
10645,238,Sports,137.75,10/6/2025,12,34,Other,Hat Yai,936.99,Medium
10646,446,Home & Kitchen,43.93,10/7/2025,9,31,Other,Pattaya,1068.68,Low
10647,453,Electronics,480.31,10/8/2025,1,31,Male,Pattaya,1662.2,Low
10648,204,Toys,244.35,10/9/2025,4,30,Other,Chiang Mai,3008.13,Low
